state_abbr,year,population,violent_crime,homicide,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,arson,violent_crime_1000,homicide_1000,rape_1000,robbery_1000,aggravated_assault_1000,property_crime_1000,burglary_1000,larceny_1000,motor_vehicle_theft_1000,arson_1000
DE,2010,899792,5608,51,326,1839,3392,31078,7550,21593,1935,301,6.232551523018653,0.056679765990362216,0.36230595515408004,2.0438056795348256,3.769760122339385,34.5390934793819,8.3908281024948,23.997768373135123,2.150497003751978,0.3345217561391966
DE,2011,908137,5144,48,307,1558,3231,31163,7617,22001,1545,292,5.664343595735005,0.05285546123547439,0.3380547208185549,1.7156001792681062,3.5578332344128696,34.31530705168934,8.387501004804342,24.226520888368167,1.7012851585168318,0.32153738918246916
DE,2012,917053,5048,56,249,1498,3245,30707,7389,21880,1438,226,5.504589156788103,0.06106517289622301,0.2715219294849916,1.6334933749739655,3.5385086794329226,33.48443328793429,8.057331473753425,23.859035410167134,1.5680664040137267,0.24644159061690002
DE,2013,925240,4633,41,399,1233,2960,29001,6299,21347,1355,172,5.0073494444684625,0.044312826942198784,0.431239462193593,1.3326272102373438,3.1991699450953264,31.344299857334313,6.80796333924171,23.07185162768579,1.4644848904068133,0.1858977130258095
DE,2014,935968,4568,50,390,1271,2857,27915,5765,20885,1265,214,4.88050873534138,0.05342062976512018,0.4166809121679374,1.3579524086293548,3.052454784778967,29.824737597866594,6.159398611918356,22.3137970528907,1.3515419330575404,0.22864029539471437
DE,2015,944076,4760,62,361,1240,3097,25545,4797,19555,1193,161,5.041966960287096,0.06567267889449578,0.3823844690469835,1.3134535778899157,3.2804562344557007,27.058202941288624,5.08115872027252,20.71337477067524,1.2636694503408623,0.17053711777441646
DE,2016,952698,4859,58,311,1359,3131,26370,5028,19812,1530,181,5.100252126067232,0.06087973313683875,0.32644132768201467,1.4264751264304114,3.2864559388179675,27.679285565835134,5.2776430726211245,20.795677119087056,1.6059653741269533,0.18998675340978988
DE,2017,957078,4377,51,351,1082,2893,23430,3960,18108,1362,138,4.5732949665544504,0.053287192893369195,0.3667412687367174,1.1305243668750091,3.0227421380493547,24.480763323365494,4.137593801132196,18.920088017904497,1.4230815043288008,0.14418887488794016
DE,2018,965479,4079,46,334,861,2838,22405,3154,17780,1471,137,4.2248459055039,0.047644744215047656,0.34594227321360693,0.8917853210686094,2.939473567006636,23.206097698655277,3.266772244657833,18.415729394424943,1.5235960595725022,0.1418984773361202
DE,2019,976668,4128,47,329,789,2963,21932,2984,17343,1605,129,4.226615390286157,0.048122801197541025,0.33685960838278717,0.8078487264863802,3.033784254219448,22.45594203966957,3.0552859313502645,17.75731364189264,1.643342466426667,0.1320817309464424
DE,2020,986809,4262,73,261,700,3228,19355,2508,15182,1665,138,4.318971553765723,0.07397581497533971,0.26448887272005017,0.7093571299005178,3.271149736169816,19.613724641749315,2.541525259700712,15.3849427802138,1.687256601834803,0.13984469132324492
FL,1979,8860000,73881,1084,4576,22097,46124,607281,190884,378099,38298,2633,8.338713318284425,0.12234762979683973,0.5164785553047404,2.4940180586907448,5.2058690744920995,68.54187358916478,21.544469525959368,42.67483069977427,4.322573363431151,0.29717832957110607
FL,1980,9567112,94095,1387,5439,34015,53254,709730,239825,424223,45682,3929,9.83525644938619,0.14497582969656883,0.568510120922594,3.5554094067258752,5.566361092041151,74.18435155771147,25.067648418875,44.34180346169252,4.774899677143949,0.4106777468477426
FL,1981,10166000,98109,1522,5707,35473,55407,718470,241536,431222,45712,3926,9.650698406452882,0.14971473539248475,0.5613810741687979,3.489376352547708,5.450226244343892,70.67381467637222,23.759197324414714,42.4180602006689,4.496557151288609,0.38618925831202044
FL,1982,10416000,93411,1409,5587,31002,55413,684166,211932,427462,44772,3563,8.96802995391705,0.1352726574500768,0.5363863287250384,2.9763824884792625,5.319988479262673,65.68413978494624,20.346774193548388,41.038978494623656,4.298387096774194,0.34206989247311825
FL,1983,10680000,88292,1199,5170,28126,53797,635934,191902,400796,43236,3244,8.267041198501873,0.11226591760299626,0.48408239700374533,2.6335205992509363,5.037172284644194,59.54438202247191,17.968352059925092,37.52771535580524,4.048314606741573,0.3037453183520599
FL,1984,10976000,95270,1264,5570,30311,58125,653429,198446,408153,46830,3746,8.67984693877551,0.1151603498542274,0.5074708454810496,2.7615706997084546,5.295645043731779,59.53252551020408,18.079992711370263,37.18595116618076,4.266581632653061,0.3412900874635568
FL,1985,11366000,106971,1296,6004,35506,64165,753918,228402,465792,59724,3860,9.411490409994721,0.11402428294914657,0.5282421256378673,3.123878233327468,5.645345768080239,66.33098715467183,20.095196199190568,40.98117191624142,5.254619039239838,0.3396093612528594
FL,1986,11675000,121013,1371,6152,42822,70668,839651,259331,510496,69824,3967,10.365139186295503,0.1174304068522484,0.5269379014989294,3.6678372591006423,6.052933618843683,71.91871520342612,22.21250535331906,43.725567451820126,5.980642398286938,0.3397858672376874
FL,1987,12023000,123168,1371,6032,42869,72896,899167,271346,546466,81355,3865,10.244364967146304,0.11403143974049738,0.5017050652915246,3.5655826332862013,6.06304582882808,74.7872411211844,22.56890958995259,45.451717541379026,6.766613989852782,0.3214671878898777
FL,1988,12377000,138343,1416,6154,49916,80857,967869,283960,589215,94694,61,11.177425870566372,0.1144057526056395,0.4972125717055829,4.032964369394845,6.532843176860306,78.19899814171447,22.9425547386281,47.60563949260725,7.650803910479114,0.004928496404621475
FL,1989,12671000,140575,1405,6299,51188,81683,975042,289254,583702,102086,3412,11.09423092100071,0.11088311893299661,0.4971194065188225,4.039775866151054,6.446452529397837,76.95067476915791,22.82803251519217,46.06597742877437,8.056664825191381,0.269276300213085
FL,1990,12937926,160990,1379,6781,53928,98902,978944,280832,591210,106902,3366,12.443261771631713,0.10658586237083131,0.524118007785792,4.168210577182155,7.644347324292935,75.66467763071145,21.70610652742951,45.69588665138447,8.262684451897469,0.2601653464396071
FL,1991,13277000,157243,1248,6865,53083,96047,977570,266313,607222,104035,3400,11.843262785267756,0.09399713790765986,0.5170595767116065,3.9981170445130676,7.234089026135422,73.6288318144159,20.058220983655946,45.734879867439936,7.835730963320027,0.2560819462227913
FL,1992,13488000,162827,1208,7310,49482,104827,964533,254755,598093,111685,3455,12.071989916963227,0.08956109134045077,0.5419632265717675,3.668594306049822,7.771871293001186,71.51045373665481,18.88752965599051,44.342600830367736,8.28032325029656,0.25615361803084225
FL,1993,13679000,164975,1224,7359,48913,107479,977363,251063,603784,122516,3341,12.06045763579209,0.08948022516265809,0.5379779223627458,3.575773082827692,7.857226405438994,71.44988668762336,18.353900138899043,44.13948388040061,8.956502668323708,0.24424300021931428
FL,1994,13953000,160016,1165,7301,45871,105679,991105,237341,626578,127186,3450,11.468214720848563,0.08349458897728088,0.5232566473159894,3.2875367304522327,7.57392675410306,71.0316777753888,17.01003368451229,44.906328388160254,9.115315702716261,0.24725865405289185
FL,1995,14166000,151711,1037,6887,42485,101302,939288,215657,612311,111320,3358,10.709515741917267,0.0732034448679938,0.48616405477904845,2.999082309755753,7.151065932514471,66.30580262600593,15.223563461809967,43.22398701115347,7.858252153042496,0.23704644924467033
FL,1996,14400000,151350,1077,7508,41643,101122,928273,219056,605448,103769,1876,10.510416666666666,0.07479166666666667,0.5213888888888889,2.891875,7.0223611111111115,64.46340277777777,15.212222222222222,42.045,7.206180555555555,0.13027777777777777
FL,1997,14654000,149996,1012,7599,40459,100926,915613,213926,594492,107195,3317,10.235840043674083,0.0690596424184523,0.5185614849187935,2.760952640917156,6.88726627541968,62.48212092261499,14.598471407124334,40.56858195714481,7.315067558345844,0.22635457895455166
FL,1998,14916000,140016,967,7404,36198,95447,887107,203105,579752,104250,3590,9.386967015285599,0.06482971305980155,0.49637972646822204,2.426790024135157,6.398967551622419,59.473518369536066,13.616586216143737,38.86779297398766,6.989139179404666,0.24068114776079377
FL,1999,15111244,129044,859,6990,31969,89226,808674,181378,534105,93191,3669,8.539601372329107,0.05684508833289966,0.46256946152150014,2.1155769836024088,5.904609838872299,53.514720561722115,12.002850327875057,35.34487299655806,6.166997237289001,0.2427993353823153
FL,2000,15982378,129777,903,7057,31809,90008,780377,172898,518298,89181,3498,8.120005671246169,0.056499727387251134,0.44154881082151853,1.9902545165681853,5.631702616469213,48.827339711274504,10.818039718494957,32.429341866398104,5.5799581263814435,0.21886605359978345
FL,2001,16373330,130713,874,6641,32867,90331,782517,176052,516548,89917,3595,7.983287455880997,0.05337948969452152,0.40559861677496273,2.0073497571966117,5.516959592214901,47.79217178179393,10.75236375251705,31.548133458496224,5.491674570780654,0.21956437694714515
FL,2002,16691701,128721,911,6753,32581,88476,777236,177242,511478,88516,3212,7.711676599047634,0.05457802053846998,0.40457230811886696,1.9519280868977942,5.300598183492503,46.564217751084804,10.618570270339733,30.642652896789848,5.302994583955224,0.1924309571564935
FL,2003,16999181,124280,924,6727,31523,85106,757696,170644,505489,81563,3221,7.310940450601708,0.054355559835500306,0.39572494698421057,1.8543834552970522,5.006476488484945,44.57250028692559,10.03836596598389,29.736079638189626,4.798054682752069,0.18947971669929276
FL,2004,17385430,123754,946,6612,29997,86199,727141,166332,482484,78325,3107,7.118259370058722,0.05441337947925361,0.3803184620685252,1.7254103004642394,4.958117228046703,41.82473484981389,9.567321602054134,27.75220400070634,4.505209247053424,0.17871286473788683
FL,2005,17768191,125957,883,6592,30141,88341,712998,164783,472912,75303,2487,7.088903985779982,0.04969554863519871,0.37100006410331815,1.6963460151908543,4.971862357850611,40.12777665435947,9.27404483664094,26.615652657043142,4.238079160675389,0.13996922928169786
FL,2006,18089888,129602,1129,6475,34147,87851,721101,170873,473774,76454,2607,7.164334019093983,0.06241055776575289,0.3579347754944641,1.887629155028489,4.8563595308052765,39.86210417665383,9.445774346419393,26.189990783801427,4.226339046433013,0.14411366173190238
FL,2007,18251243,131878,1202,6149,38155,86372,746249,181836,490783,73630,2678,7.225699641388809,0.0658585281013463,0.33690856014573917,2.090542545513202,4.7323900076285215,40.88757132870348,9.96293786675242,26.890387684827825,4.034245777123235,0.14672973232562847
FL,2008,18328340,126256,1168,5972,36268,82848,758889,188472,506902,63515,2560,6.888567104276765,0.0637264476761125,0.32583419993299995,1.9787934968469594,4.520212959820693,41.40522273157307,10.28309164932558,27.65673268828492,3.4653983939625737,0.13967440586545207
FL,2009,18537969,113541,1017,5501,30911,76112,712010,181884,479867,50259,2227,6.124780983288946,0.05486037871786278,0.29674232382198934,1.6674426416399768,4.105735639109117,38.408198870113544,9.811430799134468,25.885629650152072,2.711138420827006,0.12013182242348122
FL,2010,18838613,101969,987,5373,26086,69523,669035,169119,458454,41462,1910,5.412765791197048,0.05239239215753304,0.2852120801037741,1.3847091609132796,3.6904521580224614,35.5140264307144,8.977253261691823,24.335868038692656,2.200905130329924,0.10138750660677619
FL,2011,19082262,98198,984,5273,25622,66319,671200,170171,461408,39621,1787,5.1460356219823415,0.051566213691018395,0.2763299235698577,1.3427129341374728,3.4754265505839927,35.17402706241011,8.917758282534848,24.179942608481113,2.0763261713941463,0.09364717872545719
FL,2012,19320749,94087,1009,5260,23889,63929,632988,153563,442095,37330,1747,4.869738745635586,0.052223648265395925,0.2722461743072176,1.2364427486739773,3.308826174388995,32.76208391299944,7.948087312764117,22.881876887899118,1.932119712336204,0.09042092519291048
FL,2013,19600311,91993,972,6767,23200,61054,607170,138915,433344,34911,1673,4.693445935628266,0.049591049856300744,0.34524962384525426,1.183654687928166,3.114950573998545,30.97756969264416,7.087387541962982,22.109036943342378,1.7811452073388019,0.08535578848723369
FL,2014,19905569,91345,982,7132,21621,61610,583774,121379,426197,36198,1528,4.5889168001175955,0.04933292788565853,0.358291692139019,1.0861784458409605,3.0951137342519575,29.327169698088007,6.097740788017665,21.41094283715276,1.818486072917584,0.07676243768766419
FL,2015,20244914,93625,1041,7552,21137,63895,570270,109268,420341,40661,1502,4.624618311542346,0.05142032216091409,0.3730319624968523,1.0440646969406735,3.156101329943906,28.168556309994695,5.397306207376332,20.76279504076925,2.0084550618491144,0.07419147347328815
FL,2016,20656589,88700,1111,7598,20175,59816,553812,100325,410352,43135,1470,4.2940293772606895,0.053784291298045385,0.36782452320661463,0.9766859378380429,2.8957346249179863,26.810428381955994,4.8568038024090034,19.865428895351503,2.0881956841954885,0.07116373376069011
FL,2017,20976812,85606,1057,7936,18597,58016,527125,88835,395375,42915,1355,4.080982372345235,0.05038897235671464,0.3783225020084081,0.8865503490234836,2.7657205489566286,25.128937609775974,4.234914247217356,18.84819294752701,2.045830415031607,0.06459513485652633
FL,2018,21244317,81980,1107,8438,16884,55551,486017,71933,372919,41165,1126,3.858914362838777,0.052108053179586805,0.39718857518460116,0.7947537216658931,2.614864012808696,22.877506487970408,3.3859878856072427,17.553823923828666,1.9376946785344995,0.05300241000922741
FL,2019,21492056,81291,1122,8463,16234,55472,460966,63338,358537,39091,1081,3.782374287504183,0.05220533577615841,0.3937734016699007,0.7553488600625272,2.5810466899955964,21.448203931722492,2.9470423862658834,16.68230345202897,1.8188580934276366,0.05029765416579968
FL,2020,21733312,83368,1290,7686,13521,60871,384556,52293,293992,38271,1305,3.835954685599691,0.059355886484305745,0.3536506538902124,0.6221325125227116,2.800815632702461,17.69431184717727,2.4061219937393803,13.527252542088384,1.760937311349508,0.06004607121086744
GA,1979,5118000,28594,877,2216,10939,14562,248641,81579,145758,21304,821,5.58694802657288,0.17135599843688942,0.4329816334505666,2.1373583431027745,2.8452520515826496,48.58167252833138,15.939624853458382,28.479484173505277,4.162563501367722,0.16041422430636967
GA,1980,5400851,29993,743,2391,10670,16189,272652,91773,160764,20115,1103,5.553384087063317,0.1375709124358365,0.4427080102746771,1.9756145837017167,2.9974905806510863,50.48315533977886,16.992322135900437,29.76642014378845,3.724413060089975,0.2042270745850978
GA,1981,5569000,30527,960,2362,10938,16267,282926,93121,171170,18635,900,5.481594541210272,0.17238283354282635,0.4241335966959957,1.9640869096785778,2.920991201292871,50.80373496139343,16.721314419105763,30.736218351589155,3.3462021906985098,0.16160890644639972
GA,1982,5639000,26963,713,2242,8716,15292,267097,84469,165049,17579,1237,4.781521546373471,0.12644085830821067,0.3975882248625643,1.5456641248448306,2.711828338357865,47.366022344387304,14.979428976768931,29.269196666075544,3.1173967015428268,0.21936513566235147
GA,1983,5732000,26179,483,2021,8267,15408,232062,72614,143398,16050,1115,4.567166782972785,0.08426378227494766,0.3525819958129798,1.4422540125610608,2.688066992323796,40.48534542916958,12.66817864619679,25.017096999302165,2.800069783670621,0.19452198185624564
GA,1984,5837000,27935,546,2356,8414,16619,234621,70310,147251,17060,1204,4.785848894980298,0.0935412026726058,0.40363200274113414,1.4414939181086175,2.8471817714579406,40.195477128661985,12.045571355148192,25.2271714922049,2.9227342813088915,0.20627034435497688
GA,1985,5976000,30311,620,2587,9812,17292,275070,81070,171950,22050,1203,5.072121820615797,0.1037483266398929,0.4328982597054886,1.64190093708166,2.893574297188755,46.02911646586345,13.565930388219545,28.773427041499332,3.6897590361445785,0.20130522088353414
GA,1986,6104000,35869,686,2678,13056,19449,297130,88695,182171,26264,1665,5.876310615989515,0.11238532110091744,0.4387287024901704,2.1389252948885975,3.1862712975098297,48.67791612057667,14.530635648754915,29.844528178243774,4.302752293577981,0.2727719528178244
GA,1987,6222000,35868,735,2681,13014,19438,324511,96572,197302,30637,1671,5.764705882352941,0.11812921890067503,0.43089038894246223,2.091610414657666,3.1240758598521374,52.1554162648666,15.521054323368691,31.7103825136612,4.923979427836708,0.2685631629701061
GA,1988,6401000,42589,748,2970,15593,23278,362376,103106,223768,35502,1652,6.653491641930948,0.11685674113419778,0.4639900015622559,2.4360256209967193,3.6366192782377755,56.612404311826275,16.107795656928605,34.95828776753632,5.546320887361349,0.2580846742696454
GA,1989,6436000,47357,820,3150,17450,25937,407868,110215,255578,42075,1770,7.358141702921069,0.127408328154133,0.4894344313238036,2.711311373523928,4.0299875699192045,63.37290242386575,17.124766935985082,39.71068986948415,6.53744561839652,0.2750155376009944
GA,1990,6478216,48996,767,3472,17067,27690,389165,104905,240623,43637,1661,7.563193323594026,0.1183967931912119,0.5359500208081978,2.6345216028610343,4.274324906733582,60.07286573958015,16.193501420761518,37.14340491271054,6.735959406108101,0.2563977490099126
GA,1991,6623000,48894,849,2800,17762,27483,381165,100317,240359,40489,1796,7.382455080779103,0.1281896421561226,0.42276913785293674,2.681866223765665,4.149630077004379,57.551713724898086,15.146761286426091,36.291559716140725,6.11339272233127,0.271176204137098
GA,1992,6751000,49496,741,3057,16863,28835,382934,97402,246619,38913,1663,7.331654569693379,0.1097615168123241,0.45282180417715895,2.4978521700488816,4.271219078655014,56.72255962079692,14.427788475781366,36.53073618723152,5.764034957784032,0.24633387646274627
GA,1993,6917000,50019,789,2448,17154,29628,378348,90423,246849,41076,1595,7.231314153534769,0.11406679196183317,0.3539106549081972,2.4799768685846466,4.283359838080092,54.698279600983085,13.072574815671533,35.687292178690186,5.938412606621368,0.23059129680497326
GA,1994,7055000,47103,703,2448,15703,28249,376926,81406,256208,39312,1502,6.676541459957477,0.09964564138908576,0.3469879518072289,2.225797306874557,4.004110559886605,53.42678951098512,11.538766832034018,36.31580439404677,5.572218284904324,0.2128986534372785
GA,1995,7201000,47317,683,2539,14777,29318,385005,76324,264872,43809,1611,6.570892931537286,0.09484793778641855,0.3525899180669351,2.0520761005415915,4.071378975142341,53.465490904041104,10.599083460630467,36.78266907373976,6.083738369670879,0.22371892792667686
GA,1996,7353000,46966,630,2357,15100,28879,416986,81968,288803,46215,1654,6.387324901400789,0.08567931456548347,0.32054943560451515,2.0535835713314294,3.9275125798993606,56.70964232286142,11.147558819529443,39.27689378484972,6.285189718482252,0.2249422004623963
GA,1997,7486000,45408,563,2328,15473,27044,388155,81320,262263,44572,1260,6.065722682340368,0.0752070531659097,0.31098049692759816,2.0669249265295218,3.612610205717339,51.850788137857336,10.862944162436548,35.03379641998397,5.954047555436816,0.168314186481432
GA,1998,7642000,43762,618,2322,14308,26514,373717,75720,255459,42538,1297,5.726511384454331,0.08086888249149438,0.303847160429207,1.87228474221408,3.4695105993195496,48.90303585448835,9.908400942161737,33.42829102329233,5.566343889034284,0.16971996859460875
GA,1999,7788240,41585,583,2319,12962,25721,359383,71429,247834,40120,1137,5.339460519963432,0.07485645023779441,0.29775661766971745,1.6643041303298307,3.3025433217260898,46.14431501854077,9.17139173934034,31.82156687518618,5.151356404014257,0.1459893377707929
GA,2000,8186453,41319,651,1968,13250,25450,347630,68488,240440,38702,1255,5.047240850219258,0.07952161943640304,0.24039715368792808,1.6185275845350848,3.1087944925598423,42.46405616693823,8.366016393180294,29.370473390612513,4.727566383145423,0.15330204668615333
GA,2001,8405677,41671,598,2180,14402,24491,347872,71799,238484,37589,1296,4.957482901139313,0.07114239578798948,0.2593485331401623,1.7133658597635861,2.9136261124475755,41.38536372501584,8.54172721602317,28.371777787797463,4.471858721195211,0.15418151327965612
GA,2002,8544005,39271,606,2108,13432,23125,346559,73932,234591,38036,1404,4.596322216571737,0.07092692478527342,0.24672270205834385,1.5720964582768855,2.706576131451234,40.56165697468576,8.653084823803358,27.456795729871416,4.45177642101099,0.16432574653221763
GA,2003,8676460,39435,657,2234,14043,22501,369589,79001,247196,43392,1320,4.545056393967125,0.0757221263049677,0.2574782803124777,1.618517229376958,2.593338757972722,42.59675028755968,9.105211111444069,28.490421208649614,5.001117967465995,0.1521357788775607
GA,2004,8918129,40217,613,2387,13656,23561,376656,82992,249426,44238,1277,4.509578186186811,0.0687363907833134,0.2676570388250719,1.53126289157737,2.6419218650010556,42.23486787419199,9.305987836686372,27.968422524500372,4.96045751300525,0.14319146986996936
GA,2005,9132553,40725,564,2143,14041,23977,378534,84463,249594,44477,1459,4.459322601248523,0.061757101218027424,0.23465508494722123,1.537467124472204,2.62544329061107,41.448869773873746,9.248563901025266,27.330145250731093,4.870160622117386,0.15975817495940073
GA,2006,9363941,44754,605,2169,15511,26469,362712,85140,234445,43127,1408,4.779397905219607,0.0646095484796412,0.23163324074767236,1.6564606718474624,2.8266944441448314,38.73497280685557,9.092325549680417,25.03700098067683,4.605646276498325,0.15036404009807408
GA,2007,9544750,46917,720,2198,17291,26708,371248,90294,238436,42518,1586,4.915477094737945,0.07543413918646376,0.23028366379423243,1.811571806490479,2.79818748526677,38.89551847874486,9.46006967180911,24.980853348699547,4.454595458236203,0.16616464548573823
GA,2008,9685744,47353,640,2334,17808,26571,387917,100564,247709,39644,1629,4.888937803848625,0.06607649345264545,0.2409727120601164,1.8385784303198596,2.7433101680160035,40.05030486042166,10.382682011830996,25.574597057283363,4.093025791307307,0.16818532474118664
GA,2009,9829211,42073,566,2323,14631,24553,360985,98606,229216,33163,1352,4.280404602159828,0.05758346219243844,0.23633636514670406,1.4885223239179626,2.4979624509027225,36.72573515819327,10.031934404501033,23.319877862017613,3.373922891674622,0.1375491888413017
GA,2010,9712157,39068,555,2107,12372,24034,353449,96947,226161,30341,1191,4.022587361386353,0.05714487523214463,0.21694459840383554,1.2738673808506185,2.474630506899755,36.39243064130862,9.98202562005536,23.2863822114902,3.1240228097630633,0.12262981333600766
GA,2011,9812460,36762,549,2066,12266,21881,357235,96014,231543,29678,1239,3.7464611320708574,0.05594927265945543,0.21054862898804175,1.2500433122784707,2.2299199181448897,36.40626305737807,9.78490612955365,23.596835044423113,3.0245218834013086,0.12626803064674916
GA,2012,9915646,37675,583,2143,12502,22447,339473,86992,223875,28606,1241,3.79955073022978,0.058795967504285646,0.2161230846684119,1.2608356530678888,2.2637960249891935,34.2360951570881,8.773205497654917,22.577954073794082,2.8849355856391,0.12515573871838506
GA,2013,9994759,37519,563,2891,12704,21361,339808,83459,229190,27159,1117,3.7538674019053384,0.05632952230263881,0.2892515967618629,1.271066165777484,2.137220117063353,33.99861867604812,8.35027637985068,22.93101814661064,2.7173241495867986,0.11175857266793526
GA,2014,10097132,38955,607,3147,12786,22415,339146,78029,233359,27758,1057,3.8580262197225905,0.06011608048701354,0.3116726611081246,1.266300173158081,2.219937304969372,33.588349642254855,7.727837964285304,23.111414211481044,2.749097466488504,0.10468319122697416
GA,2015,10199398,38891,622,3257,12545,22467,316013,68149,220715,27149,880,3.8130681830437445,0.060983991408120365,0.31933257237338913,1.2299745534001125,2.2027770658621226,30.983495300408908,6.681668859279735,21.640002674667663,2.6618237664615108,0.08627960199219602
GA,2016,10313620,40268,682,3381,12114,24091,307305,62715,218127,26463,1086,3.9043517213160848,0.06612615163250149,0.32781894233062686,1.1745633443931423,2.335843282959814,29.79603669710538,6.080794134358256,21.149412136572803,2.5658304261743208,0.1052976549455962
GA,2017,10413055,37118,681,2646,9844,23947,297651,55363,216252,26036,923,3.564563905597349,0.06539867502860591,0.25410410297458336,0.9453517723665149,2.2997093552276446,28.584406785520674,5.316691403243333,20.767392470317308,2.5003229119600348,0.08863873282144386
GA,2018,10511131,35619,647,2798,8499,23675,277803,46816,205631,25356,803,3.3886933765738436,0.06155379473436303,0.266193999484927,0.8085714087285184,2.2523741736260354,26.429410878810284,4.4539450607170625,19.563165942846684,2.4122998752465366,0.07639520428391579
GA,2019,10628020,34666,605,3005,7488,23568,294817,37476,234850,22491,652,3.2617552469792113,0.05692499637750023,0.282743163825435,0.7045526824375565,2.2175344043387195,27.73959778020741,3.526150684699502,22.097248593811454,2.116198501696459,0.061347268823355616
GA,2020,10710017,42850,943,3420,7016,31471,214988,31139,158343,25506,651,4.0009273561377166,0.0880484129950494,0.3193272242238271,0.6550876623258395,2.9384640565930007,20.073544234336882,2.907465039504606,14.784570369962998,2.381508824869279,0.06078421724260569
HI,1979,915000,2651,66,296,1688,601,63664,16538,40580,6546,119,2.8972677595628413,0.07213114754098361,0.32349726775956283,1.844808743169399,0.6568306010928961,69.57814207650273,18.07431693989071,44.349726775956285,7.154098360655738,0.13005464480874318
HI,1980,964680,2889,84,335,1835,635,69291,17822,45564,5905,304,2.9947754695857696,0.08707550690384376,0.34726541443794834,1.9021851805780157,0.6582493676659618,71.82796367707427,18.474520048098853,47.232242816270684,6.121200812704731,0.3151304059377203
HI,1981,979000,2424,47,340,1453,584,61636,16726,40699,4211,63,2.4759959141981613,0.04800817160367722,0.3472931562819203,1.484167517875383,0.5965270684371808,62.958120531154236,17.084780388151174,41.57201225740552,4.301327885597549,0.06435137895812053
HI,1982,994000,2542,31,342,1560,609,62906,16477,42248,4181,438,2.557344064386318,0.03118712273641851,0.3440643863179074,1.5694164989939638,0.6126760563380281,63.285714285714285,16.57645875251509,42.503018108651915,4.206237424547283,0.44064386317907445
HI,1983,1023000,2579,57,301,1330,891,56853,13636,38920,4297,488,2.5210166177908113,0.05571847507331378,0.29423264907135877,1.300097751710655,0.8709677419354839,55.57478005865103,13.329423264907136,38.04496578690127,4.20039100684262,0.47702834799608995
HI,1984,1039000,2409,34,314,1204,857,54573,12609,38329,3635,511,2.3185755534167467,0.032723772858517804,0.30221366698748797,1.1588065447545717,0.8248315688161694,52.52454282964389,12.135707410972088,36.89027911453321,3.498556304138595,0.4918190567853705
HI,1985,1054000,2313,43,310,1048,912,52501,12164,37357,2980,558,2.1944971537001896,0.04079696394686907,0.29411764705882354,0.9943074003795066,0.8652751423149905,49.811195445920305,11.54079696394687,35.44307400379507,2.827324478178368,0.5294117647058824
HI,1986,1062000,2604,51,329,1129,1095,57626,14218,39922,3486,486,2.4519774011299433,0.0480225988700565,0.3097928436911488,1.0630885122410547,1.0310734463276836,54.26177024482109,13.3879472693032,37.591337099811675,3.2824858757062145,0.4576271186440678
HI,1987,1083000,2851,52,393,1061,1345,60157,12515,43678,3964,520,2.6325023084025854,0.04801477377654663,0.3628808864265928,0.9796860572483841,1.2419205909510618,55.5466297322253,11.555863342566944,40.33056325023084,3.6602031394275163,0.4801477377654663
HI,1988,1093000,2810,44,355,919,1492,62650,13726,44946,3978,413,2.5709057639524246,0.04025617566331199,0.32479414455626715,0.8408051235132662,1.3650503202195792,57.31930466605672,12.558096980786825,41.12168344007319,3.6395242451967063,0.3778591033851784
HI,1989,1112000,3004,53,496,925,1530,66723,14939,47374,4410,359,2.7014388489208634,0.047661870503597124,0.4460431654676259,0.8318345323741008,1.3758992805755397,60.00269784172662,13.434352517985612,42.60251798561151,3.9658273381294964,0.322841726618705
HI,1990,1108229,3113,44,360,1013,1696,64563,13611,46735,4217,445,2.8089862293803898,0.039702985574281126,0.3248426092441183,0.9140710087896996,1.5303696257722907,58.257814946188915,12.281757651171374,42.17088706395519,3.8051702310623523,0.40154155864897956
HI,1991,1135000,2744,45,375,986,1338,65020,14011,47195,3814,355,2.4176211453744494,0.039647577092511016,0.3303964757709251,0.8687224669603524,1.178854625550661,57.286343612334804,12.344493392070484,41.581497797356825,3.360352422907489,0.31277533039647576
HI,1992,1160000,2998,42,440,1151,1365,67901,13006,50544,4351,359,2.5844827586206898,0.03620689655172414,0.3793103448275862,0.9922413793103448,1.1767241379310345,58.53534482758621,11.212068965517242,43.57241379310345,3.7508620689655174,0.30948275862068964
HI,1993,1172000,3061,45,394,1214,1408,70505,13310,51912,5283,368,2.611774744027304,0.03839590443686007,0.3361774744027304,1.0358361774744027,1.2013651877133107,60.157849829351534,11.356655290102388,44.29351535836177,4.507679180887372,0.31399317406143346
HI,1994,1179000,3091,50,359,1221,1461,75672,14029,55260,6383,424,2.6217133163698048,0.04240882103477523,0.3044953350296862,1.0356234096692112,1.2391857506361323,64.18320610687023,11.899067005937235,46.87022900763359,5.413910093299406,0.359626802374894
HI,1995,1187000,3509,56,336,1553,1564,81938,13832,59907,8199,382,2.9561920808761584,0.04717775905644482,0.2830665543386689,1.308340353833193,1.3176074136478517,69.02948609941028,11.65290648694187,50.469250210614995,6.907329401853412,0.3218197135636057
