state_abbr,year,population,violent_crime,homicide,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,arson,violent_crime_1000,homicide_1000,rape_1000,robbery_1000,aggravated_assault_1000,property_crime_1000,burglary_1000,larceny_1000,motor_vehicle_theft_1000,arson_1000
AL,2019,4907965,24769,390,2119,3922,18338,128726,24805,91225,12696,2,5.0466945057676655,0.07946266935481407,0.4317471701611564,0.7991092031014891,3.7363754631502055,26.227978398378962,5.054029521400417,18.58713336382798,2.586815513150562,0.00040750086848622595
AL,2020,4921532,22322,471,1608,2666,17577,105161,19660,74575,10926,34,4.535579571564301,0.09570190745483316,0.3267275311833795,0.5417012426212,3.5714488903048887,21.367533524114034,3.994691083995796,15.152802013681917,2.220040426436321,0.006908417947907277
AK,1979,406000,1994,54,292,445,1203,23193,5616,15076,2501,216,4.911330049261084,0.1330049261083744,0.7192118226600985,1.0960591133004927,2.9630541871921183,57.1256157635468,13.832512315270936,37.13300492610838,6.1600985221674875,0.5320197044334976
AK,1980,440142,1919,39,250,360,1270,22930,5545,14916,2469,259,4.359956559473988,0.0886077674932181,0.5679985095719109,0.8179178537835516,2.8854324286253075,52.096823297935664,12.598206942304984,33.88906307509849,5.609553280532192,0.5884464559164997
AK,1981,412000,2537,60,421,472,1584,24634,5479,16310,2845,178,6.157766990291262,0.14563106796116504,1.0218446601941749,1.145631067961165,3.8446601941747574,59.79126213592233,13.298543689320388,39.5873786407767,6.905339805825243,0.4320388349514563
AK,1982,438000,2732,81,374,586,1691,24479,5204,16672,2603,208,6.237442922374429,0.18493150684931506,0.8538812785388128,1.3378995433789955,3.8607305936073057,55.88812785388128,11.881278538812785,38.06392694063927,5.942922374429224,0.4748858447488584
AK,1983,479000,2940,66,486,465,1923,25889,5720,17085,3084,195,6.137787056367432,0.13778705636743216,1.0146137787056368,0.9707724425887265,4.014613778705637,54.04801670146138,11.941544885177453,35.668058455114824,6.438413361169102,0.407098121085595
AK,1984,500000,3108,58,458,547,2045,27468,6184,18140,3144,266,6.216,0.116,0.916,1.094,4.09,54.936,12.368,36.28,6.288,0.532
AK,1985,521000,3031,51,402,484,2094,27588,6209,18220,3159,276,5.817658349328215,0.09788867562380038,0.7715930902111324,0.9289827255278311,4.019193857965451,52.952015355086374,11.91746641074856,34.97120921305182,6.063339731285988,0.5297504798464492
AK,1986,534000,3046,46,388,470,2142,30307,6204,20879,3224,237,5.704119850187266,0.08614232209737828,0.7265917602996255,0.8801498127340824,4.01123595505618,56.754681647940075,11.617977528089888,39.09925093632959,6.037453183520599,0.4438202247191011
AK,1987,525000,2391,53,341,384,1613,25841,5093,18195,2553,324,4.554285714285714,0.10095238095238095,0.6495238095238095,0.7314285714285714,3.072380952380952,49.22095238095238,9.700952380952382,34.65714285714286,4.862857142857143,0.6171428571428571
AK,1988,513000,2682,29,296,374,1983,22566,4321,15911,2334,119,5.228070175438597,0.056530214424951264,0.5769980506822612,0.7290448343079922,3.865497076023392,43.98830409356725,8.423001949317738,31.015594541910332,4.549707602339181,0.23196881091617932
AK,1989,527000,2623,42,279,356,1946,22567,4358,15811,2398,59,4.977229601518027,0.07969639468690702,0.5294117647058824,0.6755218216318786,3.6925996204933584,42.821631878557874,8.269449715370019,30.00189753320683,4.550284629981024,0.11195445920303605
AK,1990,550043,2885,41,401,422,2021,25457,4919,17428,3110,187,5.245044478340784,0.07453962690189676,0.729033911894161,0.7672127451853764,3.67425819435935,46.281836147355754,8.942937188547077,31.684795552347726,5.654103406460949,0.3399734202598706
AK,1991,570000,3499,42,523,645,2289,29000,5582,20375,3043,203,6.13859649122807,0.07368421052631578,0.9175438596491228,1.131578947368421,4.015789473684211,50.87719298245614,9.79298245614035,35.74561403508772,5.338596491228071,0.356140350877193
AK,1992,587000,3877,44,579,640,2614,28816,5170,20728,2918,198,6.604770017035775,0.07495741056218058,0.9863713798977853,1.090289608177172,4.453151618398637,49.09028960817717,8.807495741056218,35.311754684838164,4.9710391822827935,0.3373083475298126
AK,1993,599000,4557,54,502,733,3268,28795,4893,21201,2701,217,7.607679465776294,0.09015025041736227,0.8380634390651085,1.2237061769616027,5.455759599332221,48.07178631051753,8.168614357262104,35.39398998330551,4.509181969949917,0.3622704507512521
AK,1994,606000,4644,38,418,886,3302,29947,4848,21824,3275,275,7.663366336633663,0.0627062706270627,0.6897689768976898,1.462046204620462,5.448844884488449,49.417491749174914,8.0,36.01320132013201,5.404290429042904,0.4537953795379538
AK,1995,604000,4656,55,485,937,3179,30097,5055,21891,3151,237,7.708609271523179,0.09105960264900662,0.8029801324503312,1.5513245033112584,5.263245033112582,49.829470198675494,8.369205298013245,36.24337748344371,5.216887417218543,0.3923841059602649
AK,1996,607000,4417,45,398,710,3264,28667,5118,20557,2992,179,7.276771004942339,0.07413509060955518,0.6556836902800659,1.1696869851729819,5.377265238879737,47.22734761120264,8.43163097199341,33.8665568369028,4.929159802306425,0.29489291598023065
AK,1997,609000,4270,54,403,648,3165,27840,4276,20780,2784,174,7.011494252873563,0.08866995073891626,0.6617405582922824,1.064039408866995,5.197044334975369,45.714285714285715,7.0213464696223316,34.12151067323481,4.571428571428571,0.2857142857142857
AK,1998,614000,4015,41,421,532,3021,25316,4098,18611,2607,178,6.539087947882736,0.06677524429967427,0.6856677524429967,0.8664495114006515,4.920195439739413,41.23127035830619,6.6742671009771986,30.311074918566774,4.245928338762215,0.2899022801302932
AK,1999,619500,3908,52,517,566,2773,23099,3787,16654,2658,181,6.308313155770783,0.08393866020984665,0.83454398708636,0.9136400322841001,4.476190476190476,37.2865213882163,6.112994350282486,26.882970137207426,4.290556900726393,0.29217110573042776
AK,2000,626932,3554,27,497,490,2540,23087,3899,16838,2350,202,5.668876369367013,0.043066871686243485,0.7927494528912227,0.7815839676392335,4.051476077150313,36.8253654303816,6.219175285357902,26.857777238998807,3.7484129060248956,0.32220400298596974
AK,2001,633630,3735,39,501,514,2681,23160,3847,16695,2618,225,5.894607262913688,0.06155011599829554,0.7906822593627195,0.8111989646954848,4.231175922857188,36.55129965437243,6.0713665703959725,26.34818427157805,4.131748812398403,0.3550968230670896
AK,2002,641482,3627,33,511,489,2594,24118,3908,17739,2471,245,5.654094736874924,0.05144337643145092,0.796592889590043,0.7622973053024091,4.043761165551021,37.59731372041616,6.092142881639703,27.65315316719721,3.8520176715792496,0.3819280977486508
AK,2003,648280,3877,39,605,446,2787,24386,3874,18051,2461,252,5.980440550379466,0.0601591904732523,0.9332387240081447,0.6879743320787315,4.299068303819338,37.61646202258284,5.975812920343062,27.84444992904301,3.796199173196767,0.38872092305793793
AK,2004,657755,4159,37,558,447,3117,22172,3773,16159,2240,180,6.323023010087343,0.05625194791373688,0.8483401874558156,0.679584343714605,4.738846531003185,33.70859970657768,5.736178364284574,24.56689800913714,3.4055233331559625,0.273658124985747
AK,2005,663253,4194,32,538,537,3087,23975,4131,17249,2595,159,6.323378861460106,0.048247049014478634,0.8111535115559221,0.8096457912742195,4.654332509615486,36.147593753816416,6.2283924837128515,26.006667139085685,3.912534131017877,0.2397275247906907
AK,2006,670053,4610,36,512,600,3462,23975,4155,17284,2536,221,6.880052771944906,0.05372709322993853,0.7641186592702368,0.8954515538323088,5.166755465612422,35.78075167188267,6.201002010288739,25.794974427396042,3.784775234197892,0.32982465566156705
AK,2007,683478,4520,43,545,581,3351,23096,3734,16929,2433,263,6.613234076297994,0.06291351001787915,0.7973921618545148,0.8500639376834368,4.902864466742163,33.791870404021786,5.463233637366528,24.768902583550606,3.5597341831046503,0.3847965845279585
AK,2008,686293,4475,27,447,645,3356,20090,3237,15225,1628,167,6.52053860377419,0.03934179716243645,0.6513253085781145,0.9398318211026486,4.89003967693099,29.273211296049936,4.716644348696548,22.184402288818333,2.3721646585350573,0.2433363009676625
AK,2009,698473,4424,22,513,654,3235,20538,3600,15251,1687,190,6.333816768865797,0.031497280496168074,0.7344593133879191,0.9363282474769963,4.631531927504714,29.4041430377409,5.1541004448275025,21.83477385668451,2.415268736228888,0.2720219679214515
AK,2010,714146,4537,31,533,594,3379,20259,3105,15535,1619,178,6.353042655143346,0.04340849070078107,0.7463459852747197,0.8317626927827083,4.731525486385137,28.36814880990722,4.347850439545976,21.753254936665613,2.267043433695631,0.24924875305609778
AK,2011,723860,4416,30,436,576,3374,19094,2852,14854,1388,222,6.100627193103639,0.04144447821401928,0.6023264167104136,0.7957339817091703,4.661122316470036,26.37802890061614,3.9399883955461,20.52054264636808,1.9174978587019589,0.3066891387837427
AK,2012,730307,4412,30,583,630,3169,20037,2950,15565,1522,187,6.041294962255599,0.0410786148838776,0.7982944159100214,0.8626509125614297,4.339271018900271,27.43640688094185,4.0393971302479645,21.312954688918495,2.0840550617753903,0.25605669944283704
AK,2013,737259,4709,34,925,623,3127,21211,2917,16599,1695,154,6.387171943645313,0.04611676493606724,1.2546472813488883,0.8450218986814674,4.24138599867889,28.77007944290948,3.9565471564267103,22.514475916875888,2.2990563696068818,0.2088818176515987
AK,2014,737046,4684,41,771,629,3243,20334,3150,15445,1739,145,6.3550985962884265,0.055627464228826966,1.04606768098599,0.8534067073154186,4.399996743758191,27.588508722657743,4.2738173736781695,20.95527280522518,2.3594185437543924,0.1967312759312173
AK,2015,737709,5391,59,900,761,3671,20806,3511,15249,2046,182,7.307759563730414,0.07997733523652281,1.2199932493706869,1.0315720697456585,4.976216909377547,28.203532829340567,4.759329220600535,20.670752288504005,2.773451320236028,0.24670974598385
AK,2016,741522,5966,52,1053,850,4011,24876,4053,17766,3057,144,8.045614290607695,0.07012603806765004,1.4200522708699135,1.1462910068750487,5.409144974795083,33.54721774943966,5.4657852363112625,23.95883062134367,4.1226018917847345,0.19419518234118474
AK,2017,739786,6338,62,1074,952,4250,26203,4167,17782,4254,139,8.567342447680817,0.0838080201571806,1.4517711878840638,1.2868586320909021,5.74490460754867,35.4197024544936,5.632709999918896,24.036680877983635,5.750311576591069,0.1878921742233565
AK,2018,735139,6555,47,1212,896,4400,24345,3985,16364,3996,127,8.916681063037059,0.0639334874085037,1.6486678029597124,1.2188171216599855,5.985262651008857,33.11618619063878,5.420743560061431,22.259735913888395,5.435706716688952,0.17275644469957382
AK,2019,733603,6346,69,1102,826,4349,21293,3558,15118,2617,208,8.650455355280718,0.09405632201613134,1.5021748820547354,1.12594959399021,5.928274557219641,29.02523572013746,4.850034691788339,20.607876467244548,3.567324561104576,0.2835321011500771
AK,2020,731158,6126,49,1132,712,4233,16528,2775,11784,1969,140,8.37849001173481,0.0670169785463607,1.5482289737649044,0.9737977290818126,5.789446330341732,22.60523717171938,3.7953492952275703,16.116899493679888,2.6929883828119228,0.19147708156103058
AZ,1979,2450000,14528,219,1120,4305,8884,177977,48916,116976,12085,2518,5.929795918367347,0.08938775510204082,0.45714285714285713,1.7571428571428571,3.626122448979592,72.64367346938775,19.965714285714284,47.74530612244898,4.93265306122449,1.0277551020408164
AZ,1980,2715357,17673,279,1227,5258,10909,204193,58527,132814,12852,2313,6.508536446588791,0.10274892030771644,0.45187428393393575,1.9363936307454233,4.017519611601716,75.19932001574747,21.55407189551871,48.9121688234733,4.733079296755454,0.8518216941639718
AZ,1981,2793000,16082,227,1064,4961,9830,196575,57655,127469,11451,1778,5.75796634443251,0.08127461510920157,0.38095238095238093,1.7762262799856785,3.519513068385249,70.3813104189044,20.642678123881133,45.63873970640888,4.099892588614393,0.6365914786967418
AZ,1982,2860000,14785,236,1100,4537,8912,189161,53861,124723,10577,1559,5.169580419580419,0.08251748251748252,0.38461538461538464,1.5863636363636364,3.116083916083916,66.1402097902098,18.83251748251748,43.60944055944056,3.698251748251748,0.5451048951048951
AZ,1983,2963000,14642,213,1241,3923,9265,174740,49440,114721,10579,1461,4.941613229834627,0.07188660141748228,0.41883226459669254,1.3239959500506244,3.126898413769828,58.97401282483969,16.685791427607153,38.717853526830915,3.57036787040162,0.49308133648329394
AZ,1984,3053000,15756,238,1316,4003,10199,182670,52327,118604,11739,1535,5.160825417622011,0.07795610874549623,0.431051424828038,1.3111693416311825,3.3406485424172945,59.83295119554536,17.13953488372093,38.84834588928922,3.8450704225352115,0.5027841467409105
AZ,1985,3187000,19202,254,1458,4670,12820,207591,59585,135720,12286,1860,6.025101976780672,0.07969877627863194,0.4574835268277377,1.4653278945716974,4.022591779102604,65.13680577345465,18.696266080953876,42.58550360840916,3.8550360840916222,0.5836209601506118
AZ,1986,3317000,21835,307,1425,5614,14489,221015,63278,143845,13892,2102,6.5827555019596025,0.09255351220982816,0.4296050648176063,1.6924932167621345,4.368103708170033,66.63099186011456,19.076876695809467,43.36599336750076,4.188121796804341,0.6337051552607779
AZ,1987,3386000,20742,253,1396,4687,14406,222663,55059,153296,14308,1782,6.125812167749557,0.07471943295924395,0.4122858830478441,1.3842291789722387,4.25457767277023,65.75989367985824,16.260779681039576,45.27347903130538,4.22563496751329,0.5262847017129356
AZ,1988,3466000,21147,294,1345,4750,14758,237808,54773,167121,15914,1772,6.101269474899019,0.08482400461627236,0.38805539526832084,1.370455856895557,4.257934218118869,68.61165608770918,15.802942873629544,48.21725331794576,4.5914598961338715,0.5112521638776688
AZ,1989,3556000,21320,237,1286,4944,14853,265284,59284,181574,24426,2094,5.995500562429696,0.06664791901012374,0.36164229471316084,1.390326209223847,4.176884139482564,74.60179977502813,16.67154105736783,51.06130483689539,6.868953880764904,0.5888638920134983
AZ,1990,3665228,23911,284,1500,5897,16230,265229,61206,172375,31648,1577,6.523741497118324,0.0774849477304004,0.4092514844915514,1.6089040026977857,4.428101062198587,72.36357465347312,16.699097573193264,47.02981642615411,8.634660654125746,0.4302597273621177
AZ,1991,3750000,25152,291,1590,6215,17056,252559,60281,159987,32291,1470,6.7072,0.0776,0.424,1.6573333333333333,4.548266666666667,67.34906666666667,16.074933333333334,42.6632,8.610933333333334,0.392
AZ,1992,3832000,25706,312,1647,5867,17880,243629,54095,158053,31481,1200,6.708246346555324,0.081419624217119,0.4298016701461378,1.5310542797494782,4.665970772442589,63.57750521920668,14.116649269311065,41.2455636743215,8.215292275574113,0.31315240083507306
AZ,1993,3936000,28142,339,1488,6412,19903,264371,57684,172689,33998,1165,7.149898373983739,0.0861280487804878,0.3780487804878049,1.6290650406504066,5.056656504065041,67.16742886178862,14.65548780487805,43.87423780487805,8.637703252032521,0.29598577235772355
AZ,1994,4075000,28653,426,1465,6601,20161,294273,60157,190649,43467,1327,7.031411042944785,0.1045398773006135,0.3595092024539877,1.619877300613497,4.947484662576687,72.21423312883435,14.762453987730062,46.785030674846624,10.666748466257669,0.3256441717791411
AZ,1995,4218000,30095,439,1418,7329,20909,316355,59762,207763,48830,1524,7.134898055950687,0.10407776197249881,0.3361782835467046,1.7375533428165006,4.9570886676149835,75.00118539592223,14.1683262209578,49.25628259838786,11.576576576576576,0.3613086770981508
AZ,1996,4428000,27963,377,1381,7429,18776,284964,55630,188300,41034,1337,6.315040650406504,0.08514001806684733,0.31187895212285455,1.67773261065944,4.240289069557362,64.3550135501355,12.56323396567299,42.524841915085815,9.266937669376693,0.3019421860885276
AZ,1997,4555000,28411,375,1492,7547,18997,299323,60077,195045,44201,1284,6.237321624588365,0.08232711306256861,0.32755214050493964,1.656860592755214,4.1705817782656425,65.71306256860593,13.189242590559825,42.81997804610318,9.70384193194292,0.2818880351262349
AZ,1998,4669000,26984,376,1451,7715,17442,280001,56473,183137,40391,1237,5.779396016277576,0.08053116298993361,0.31077318483615335,1.6523880916684515,3.735703576783037,59.97022917112872,12.095309488113086,39.224030841722,8.65088884129364,0.26493895909188264
AZ,1999,4778332,26334,384,1383,7288,17279,255401,49423,167731,38247,1286,5.511128150994949,0.08036277094182656,0.2894315422201722,1.5252184235000832,3.6161154143328673,53.4498230763371,10.343149031921598,35.10241649177998,8.004257552635522,0.2691315714353879
AZ,2000,5130632,27281,359,1577,7504,17841,271811,51902,176705,43204,1407,5.317278651051177,0.06997188650443065,0.3073695404386828,1.4625878449282663,3.477349379179797,52.978073656422836,10.116102655579274,34.44117605784239,8.420794943001175,0.27423522092404995
AZ,2001,5306966,28675,400,1518,8868,17889,293874,54821,186850,52203,1541,5.403275619252129,0.07537263287535664,0.2860391417619785,1.671011270846657,3.3708525737681376,55.3751427840314,10.330007767149818,35.208441131900976,9.836693884980608,0.2903730681523115
AZ,2002,5441125,30171,387,1608,8000,20176,318296,59087,201541,57668,1768,5.544992993176963,0.07112499712835121,0.2955271198511337,1.4702841783638494,3.7080566978336282,58.49819660456247,10.859335155873096,37.04031794895357,10.598543499735808,0.3249328034184107
AZ,2003,5579222,28638,441,1856,7619,18722,314335,58613,198725,56997,1560,5.132973737198484,0.07904327879406843,0.3326628694825193,1.3656025876009237,3.355665001320973,56.34029260710544,10.50558662121708,35.61876548378968,10.21594050209868,0.27960887736677265
AZ,2004,5739879,28952,414,1896,7721,18921,291203,56885,179012,55306,1529,5.044008767432206,0.07212695598635442,0.33032055205344923,1.345150307175465,3.296410952216937,50.73329943017963,9.910487660105726,31.18741701697893,9.63539475309497,0.266381921988251
AZ,2005,5953007,30478,445,2006,8579,19448,287345,56328,176112,54905,1661,5.119765523541297,0.07475213786914749,0.3369725585741794,1.4411204287177892,3.2669203983801802,48.26888327193299,9.462108813243459,29.58370450429506,9.223069954394477,0.27901865393405384
AZ,2006,6166318,33456,533,2449,9491,20983,294389,59418,178321,56650,2356,5.425604063883828,0.08643731964520804,0.3971575906399897,1.539168106477804,3.4028410471208264,47.74145608448996,9.635896170129403,28.91855398959314,9.187005924767421,0.3820756568182179
AZ,2007,6338755,32835,548,2353,9764,20170,287308,59988,177076,50244,2211,5.180039297937844,0.08645230806364972,0.3712085417404522,1.5403655765209414,3.182012871612801,45.32561993640707,9.463688058617189,27.935454201968682,7.926477675821198,0.3488066662933021
AZ,2008,6500180,31567,462,2200,9809,19096,266653,58606,169460,38587,2524,4.856327055558461,0.07107495484740423,0.3384521659400201,1.5090351344116624,2.9377648003593744,41.022402456547354,9.016058016854917,26.070047290998094,5.936297148694344,0.3882969394693685
AZ,2009,6595778,28128,380,2279,8199,17270,236721,54308,155976,26437,2141,4.264546199098878,0.05761261218919132,0.34552406099780797,1.2430679140504728,2.6183416118614056,35.889776763256734,8.23375195465948,23.647854733740278,4.008170074856976,0.32460158604489114
AZ,2010,6413158,26528,408,2191,6953,16976,226802,50932,154137,21733,1831,4.136495623529001,0.06361920289504795,0.341641356723162,1.0841772493364423,2.647057814574348,35.36510405637909,7.941797161398487,24.034492834887274,3.3888140600933268,0.28550676593341373
AZ,2011,6467315,26789,397,2499,7145,16748,229896,54695,155400,19801,1745,4.142213577040859,0.06138559819646948,0.3864045589243759,1.1047861438634117,2.5896372760566018,35.547363936966114,8.457141796866242,24.02851879025531,3.061703349844565,0.26981830945299556
AZ,2012,6551149,28077,358,2282,7383,18054,231701,52911,159808,18982,1957,4.285813068821973,0.05464690239834264,0.34833584154474273,1.1269778782317421,2.7558524466471455,35.36799422513516,8.07659847150477,24.3938887666881,2.8975069869422905,0.29872622344568867
AZ,2013,6634997,27576,355,3174,6656,17391,223294,48292,158036,16966,1748,4.15614355213725,0.05350416887905149,0.4783724845693223,1.003165487490047,2.6211014111988296,33.65397150895471,7.278375559175083,23.818548825266987,2.557047124512641,0.2634515132410761
AZ,2014,6728783,26422,311,3272,6225,16614,213406,43412,152683,17311,1764,3.926713047515427,0.046219353484872376,0.4862692109405222,0.9251301461200339,2.4690943369699987,31.715393407693483,6.451686731463921,22.691027485951025,2.572679190278539,0.2621573618884722
AZ,2015,6817565,27968,306,3109,6360,18193,207184,38010,152388,16786,1190,4.102344458762036,0.04488406051134093,0.4560279219926763,0.9328843949415958,2.6685480813164233,30.389735924776662,5.575304379202839,22.352262134647784,2.462169410926042,0.1745491242107703
AZ,2016,6908642,32542,389,3304,7045,21804,207317,38216,150618,18483,1144,4.710332363436982,0.05630629000605329,0.4782415994344475,1.0197373087214536,3.156047165275028,30.00835764829036,5.5316225677926285,21.801390200852786,2.6753448796449435,0.16558970634170941
AZ,2017,7048876,35647,422,3622,7440,24163,204999,37722,148251,19026,1191,5.057118326382816,0.059867700893021805,0.5138407882334716,1.0554874280665456,3.4279224091897773,29.082509041157767,5.351491500205139,21.031863803534065,2.6991537374185612,0.16896310844452364
AZ,2018,7158024,34053,383,3605,6509,23556,192730,31787,141789,19154,1709,4.757318500189437,0.05350638667878174,0.5036306109060266,0.9093291668203404,3.290852335784289,26.92502847154466,4.440750687619935,19.80839963654774,2.6758781473769853,0.23875304134213576
AZ,2019,7291843,32603,397,3650,6305,22251,177628,29170,130427,18031,938,4.471160445994244,0.054444397664623334,0.500559323616814,0.8646648042202774,3.0514919204925284,24.359822338467794,4.000360402713004,17.886698877087728,2.4727630586670615,0.12863688919248537
AZ,2020,7421401,35980,513,3263,6211,25993,165323,24488,122898,17937,1279,4.848141206761365,0.0691244146489322,0.4396743957104595,0.8369039754084169,3.5024384209935566,22.276521643285413,3.2996465222671567,16.559946026363487,2.4169290946547695,0.1723394275555249
AR,1979,2180000,7984,198,595,1626,5565,70949,21457,45267,4225,405,3.6623853211009174,0.0908256880733945,0.27293577981651373,0.7458715596330275,2.552752293577982,32.5454128440367,9.842660550458715,20.76467889908257,1.938073394495413,0.18577981651376146
AR,1980,2284037,7656,210,609,1848,4989,79390,25559,49558,4273,632,3.3519597099346465,0.09194246853269016,0.2666331587448014,0.8090937230876734,2.1842903595694816,34.75863131814415,11.190274062985846,21.697546931157422,1.870810324000881,0.27670304815552466
AR,1981,2294000,7119,209,577,1776,4557,79972,24732,50959,4281,500,3.1033129904097647,0.0911072362685266,0.25152571926765477,0.7741935483870968,1.9864864864864864,34.861377506538794,10.781168265039232,22.214036617262423,1.8661726242371404,0.21795989537925023
AR,1982,2291000,7438,187,622,1805,4824,81259,24547,52450,4262,614,3.2466171977302487,0.08162374508948057,0.27149716281099956,0.7878655608904409,2.1056307289393277,35.4687909209952,10.714535137494543,22.89393278044522,1.8603230030554343,0.2680052378873854
AR,1983,2328000,6930,178,586,1614,4552,74563,22380,48140,4043,426,2.9768041237113403,0.07646048109965636,0.25171821305841924,0.6932989690721649,1.9553264604810996,32.02878006872852,9.61340206185567,20.6786941580756,1.736683848797251,0.18298969072164947
AR,1984,2349000,7549,176,697,1587,5089,71554,20810,46807,3937,441,3.2137079608343977,0.07492550021285653,0.29672200936568754,0.6756066411238825,2.166453810131971,30.461472967220093,8.859088974031502,19.926351638995317,1.6760323541932738,0.18773946360153257
AR,1985,2359000,8199,187,686,1617,5709,76372,22207,49957,4208,578,3.4756252649427726,0.07927087749046206,0.29080118694362017,0.685459940652819,2.420093259855871,32.37473505722764,9.413734633319203,21.17719372615515,1.7838066977532854,0.24501907587961
AR,1986,2372000,9365,191,686,1890,6598,83729,24429,54677,4623,594,3.94814502529511,0.08052276559865093,0.28920741989881954,0.7967959527824621,2.7816188870151772,35.298903878583474,10.298903878583474,23.051011804384487,1.9489881956155144,0.25042158516020235
AR,1987,2388000,9839,182,779,1890,6988,91537,25743,60862,4932,575,4.120184254606365,0.076214405360134,0.326214405360134,0.7914572864321608,2.926298157453936,38.3320770519263,10.780150753768844,25.486599664991626,2.0653266331658293,0.24078726968174205
AR,1988,2422000,10237,211,780,2037,7209,91962,26443,60363,5156,526,4.226672171758877,0.08711808422791081,0.3220478943022296,0.8410404624277457,2.976465730800991,37.96944673823287,10.917836498761353,24.92279108175062,2.128819157720892,0.2171758876961189
AR,1989,2406000,11397,203,924,2660,7610,98213,28738,63084,6391,554,4.736907730673317,0.08437240232751454,0.38403990024937656,1.1055694098088114,3.162926018287614,40.820033250207814,11.944305901911887,26.219451371571072,2.6562759767248547,0.23025768911055694
AR,1990,2350725,12511,241,1019,2661,8590,101897,28464,66630,6803,720,5.3221878356677195,0.10252156249667656,0.43348328707101,1.1319911942060428,3.6541917918939903,43.347052505078224,12.108604792138596,28.34444692594838,2.8940007869912474,0.30628848546724946
AR,1991,2372000,14072,264,1058,3217,9533,108677,29093,71487,8097,731,5.9325463743676226,0.11129848229342328,0.4460370994940978,1.3562394603709949,4.018971332209106,45.816610455311974,12.265177065767285,30.13785834738617,3.413575042158516,0.3081787521079258
AR,1992,2399000,13831,259,990,3011,9571,100402,26214,66288,7900,707,5.765318882867861,0.10796165068778658,0.4126719466444352,1.2551062942892872,3.989578991246353,41.85160483534806,10.927052938724469,27.63151313047103,3.2930387661525637,0.2947061275531471
AR,1993,2424000,14381,247,1028,3027,10079,102231,26646,67767,7818,638,5.932755775577558,0.1018976897689769,0.4240924092409241,1.2487623762376239,4.158003300330033,42.17450495049505,10.992574257425742,27.956683168316832,3.2252475247524752,0.2632013201320132
AR,1994,2453000,14598,294,1028,3158,10118,103115,26911,68478,7726,625,5.951080309824705,0.11985324092947411,0.4190786791683653,1.2874031797798613,4.124745209947004,42.036282103546675,10.970648185894822,27.91602119853241,3.1496127191194456,0.254790052996331
AR,1995,2484000,13741,259,925,3122,9435,102780,24763,69935,8082,664,5.531803542673108,0.10426731078904992,0.3723832528180354,1.2568438003220612,3.7983091787439616,41.3768115942029,9.969001610305957,28.154186795491142,3.253623188405797,0.2673107890499195
AR,1996,2510000,13161,219,1046,2864,9032,104790,23925,73010,7855,626,5.2434262948207175,0.08725099601593625,0.41673306772908364,1.141035856573705,3.598406374501992,41.74900398406375,9.53187250996016,29.08764940239044,3.1294820717131473,0.24940239043824702
AR,1997,2523000,13293,250,1098,2814,9131,105759,25568,72253,7938,590,5.268727705112961,0.09908838684106223,0.4351961950059453,1.1153388822829964,3.619104240982957,41.9179548156956,10.133967499009117,28.637732857709075,3.146254458977408,0.23384859294490687
AR,1998,2538000,12442,201,893,2442,8906,96271,23559,65525,7187,566,4.902285263987392,0.07919621749408984,0.35185185185185186,0.9621749408983451,3.509062253743105,37.93183609141056,9.282505910165485,25.817572892040978,2.8317572892040976,0.22301024428684002
AR,1999,2551373,10848,143,710,2024,7971,92283,21692,63927,6664,498,4.251828329295638,0.05604825323463092,0.2782815370390766,0.7932983534747761,3.124200185547154,36.16993673602409,8.502088875284013,25.055920870840914,2.611926989899164,0.19518902175416922
AR,2000,2673400,11904,168,848,2001,8887,98115,21443,69740,6932,522,4.452756789107504,0.06284132565272686,0.3171990723423356,0.7484850751851575,3.3242313159272836,36.700456347722,8.02087229744894,26.0866312560784,2.5929527941946584,0.19525697613525847
AR,2001,2694698,12190,148,892,2181,8969,99106,22196,69590,7320,543,4.523698017365954,0.05492266665874989,0.33102039634868174,0.8093671350184697,3.3283878193400525,36.77814731001396,8.236915602416301,25.824786302583817,2.716445405013846,0.2015068107817648
AR,2002,2706268,11501,142,754,2524,8081,101171,23229,71129,6813,474,4.249763881478109,0.05247078264236949,0.2786124655799056,0.9326496858404267,2.9860309474154074,37.38395458247298,8.583407112673246,26.28305844062746,2.517489029172277,0.17514895051044463
AR,2003,2727774,12449,180,911,2227,9131,99084,25016,68061,6007,569,4.563794507902781,0.0659878714292313,0.333971949289054,0.8164166092938785,3.3474180778906173,36.32412362607753,9.170847731520281,24.951113985249513,2.202161909307736,0.20859499357351452
AR,2004,2750000,13814,176,1183,2372,10083,110911,30151,74242,6518,653,5.023272727272727,0.064,0.43018181818181817,0.8625454545454545,3.6665454545454543,40.331272727272726,10.964,26.997090909090907,2.3701818181818184,0.23745454545454545
AR,2005,2775708,14670,189,1202,2532,10747,112914,30118,75510,7286,724,5.285138062072812,0.06809073576903622,0.43304266875334146,0.9121996982391519,3.871804959311282,40.67935099801564,10.850564972972661,27.203870147724473,2.6249158773185073,0.26083435289302764
AR,2006,2810872,15538,205,1325,2749,11259,112025,31864,72646,7515,722,5.527821971260164,0.07293110465364486,0.4713839691028265,0.9779883253310717,4.005518572172622,39.854180482071044,11.335983993579218,25.844648920335043,2.6735475681567857,0.256859792975276
